,original_species,original_reactions,original_avg_specie_e,original_std_specie_e,original_avg_reaction_e,original_std_reaction_e,reduced_species,reduced_reactions,reduced_avg_specie_e,reduced_std_specie_e,reduced_avg_reaction_e,reduced_std_reaction_e
0,101,1000,0.3674350039594258,0.2865808469466109,0.10668199718691673,0.5294270162429848,82,213,0.3498170501751656,0.259969931014489,-0.3396139228735139,0.25506033544842177
1,201,1000,0.4084139257313611,0.30378821959079677,-0.08788389430762263,0.6066631968745777,166,338,0.39070995286937793,0.2962503410955736,-0.5027412681595361,0.3462567537678568
2,301,1000,0.3933937911476659,0.2980250117018034,0.024914679886061077,0.6209269486080838,167,50,0.3641440386453263,0.2807751026227164,-0.3830401907378577,0.2810381174712244
3,301,3000,0.4157745539751155,0.298476956097849,0.011018308786680718,0.6121876500934915,272,992,0.3996896984092957,0.297278143583839,-0.459124044040099,0.3617595186056369
4,601,3000,0.4194410728666876,0.29983200870059423,-0.03698085421484791,0.5961807304962438,487,850,0.4040871539744101,0.3074914112450682,-0.4653787303016354,0.3490578170793501
5,901,3000,0.3951467257881483,0.2944088005605668,0.03413749387466321,0.6056910873625236,651,497,0.37699432090400886,0.29635542742955195,-0.459302505578262,0.34609742363936047
6,501,5000,0.40522558793025915,0.2930498007675377,-0.03418517980253641,0.612846659115862,443,1839,0.3828832222444024,0.28621866696714493,-0.4663215129901486,0.3541656613367133
7,1001,5000,0.39351955575689695,0.30473115528918454,0.03447306686312388,0.6174748852942958,821,1366,0.38203064187461966,0.3082257962548076,-0.47889773668947117,0.3632739225757254
8,1501,5000,0.41043983084526997,0.29876093486895894,0.01146235147688221,0.5997155288492182,1071,894,0.389328155247002,0.3012034060849151,-0.4497167802394554,0.3409129318818358
