,rxn,real_molrank,energy_molrank,max_rate
0,s12 + s2 = s23 + s3,9.227330379086973e-31,9.81317100380695e-46,4.436223261909406e-54
1,s12 + s2 = s23 + s7,1.854583980597507e-64,3.1779986637789157e-77,8.916282671028935e-88
2,s12 + s13 = s17 + s24,2.3831466719819017e-21,5.376085531320592e-41,8.087858176369922e-36
3,s5 + s6 = s16 + s24,1.1904454940481345e-06,1.1584490633246e-13,2.543336600830707e-17
4,s12 + s18 = s1 + s3,9.153529188226566e-47,3.307448551036027e-59,3.3612673597527473e-63
5,s1 + s18 = s15 + s24,2.4558211502616956e-07,5.149849954142153e-15,4.479065990653917e-26
6,s12 + s21 = s15 + s9,8.558650893385102e-41,6.314854667516824e-67,7.634847930670984e-53
7,s15 + s9 = s16 + s18,0.02497389295859012,0.01054009782853675,1.6490080759406046e-17
8,s15 + s2 = s18 + s9,19427.090225076412,0.015280685523925887,1.1740551868920615e-23
9,s18 + s9 = s21 + s24,8964796878.380447,0.024883615970386404,0.0652355020040043
10,s12 = s2 + s22,4.876723594490835e-36,1.5006816367475852e-38,1.6005123622593216e-47
11,s2 + s9 = s14 + s24,16480.612615319176,2.968898893701892e-08,4.991243303145671e-20
12,s18 + s6 = s22 + s3,4.0101497451144216e-45,6.361418596633933e-54,1.8401367219274925e-49
13,s12 = s15 + s21,7.789460900155483e-10,1.260947451092178e-31,2.5564558303280527e-21
14,s12 + s18 = s23 + s7,4.712566567383192e-65,1.1035658024532599e-80,1.7305015210943023e-81
15,s12 + s2 = s15 + s22,2.939629435392723e-44,3.973084916931549e-72,1.4132855275496463e-67
16,s12 + s4 = s16 + s7,3.8828339764065496e-44,1.6278728343240648e-55,9.73253496077886e-58
17,s1 + s5 = s16 + s7,38.18162433979521,0.002138281062614688,1.5094736164731282e-22
18,s2 + s9 = s16 + s3,48180221334.85255,0.014747622135886606,1.4591642476817095e-13
19,s5 + s6 = s24 + s9,5.161704925990625e-19,2.5478668914482317e-33,1.1027764922120236e-29
20,s2 + s5 = s15 + s16,0.0051075315957914294,0.0070569105099032425,1.6391530827850344e-31
21,s18 + s7 = s21 + s9,4.090582199170974e-05,0.0034959092791735672,4.721798700778368e-26
22,s12 + s9 = s15 + s22,3.687508098913684e-41,2.1526082407209675e-59,5.134340222563434e-59
23,s7 + s9 = s24 + s3,6.97642831314997e-21,0.0014291258309760565,4.954762911776364e-41
24,s17 + s20 = s1 + s16,2.5423499036332813e-07,0.00015515022328364608,5.928599013833753e-25
25,s12 + s2 = s13 + s9,3.898023558533468e-23,1.6289707862120547e-40,1.874052632279122e-46
26,s2 + s5 = s6 + s7,1.5023884703772002e-06,0.0070569105099032425,4.821594632500525e-35
27,s21 + s7 = s1 + s20,7.344952293084508e-18,1.5780884816351988e-24,7.052544873230293e-33
28,s4 + s6 = s18 + s24,1.9373569988173552e-39,9.681978432855332e-43,7.051465005553696e-41
29,s1 + s12 = s15 + s22,5.256105760789814e-22,1.1462471139759054e-41,5.832718760142692e-48
30,s12 + s2 = s16 + s5,1.8602577956105731e-16,2.5919288677132137e-37,8.943560669226312e-40
31,s20 + s4 = s15 + s3,6.479223216736469e-15,1.7767852478551712e-17,1.922340532427568e-26
32,s16 + s4 = s2 + s3,1.3894030354335523e-14,2.4958189690784643e-15,7.295492352407147e-16
33,s2 + s6 = s24 + s3,9.564162008444879e-21,1.446379517975575e-41,2.8971324029010903e-30
34,s12 + s18 = s16 + s8,0.10732763715760713,3.0846130061942317e-18,3.941178054484853e-18
35,s12 + s15 = s21 + s3,5.337120873521175,0.0010849144636083912,2.2996929183100626e-23
36,s12 + s9 = s13 + s21,0.0013416916130302855,4.107097713878275e-08,1.8681182604281667e-21
37,s20 + s4 = s24,5.216092600351887e-21,3.9207329269763064e-16,1.5475784505542184e-32
38,s2 + s5 = s1 + s15,1.6738324969227198e-33,1.4192545104613419e-37,5.371807586383627e-62
39,s18 + s6 = s1 + s16,9.353893939276398e-48,1.2007906306163507e-52,4.292219698690176e-52
40,s2 + s6 = s1 + s19,1.424547065497486e-50,5.202708933906124e-65,4.3151731006504453e-60
41,s21 + s9 = s15 + s7,2.1994113500738044e-43,9.913038063334295e-53,1.3223775060639793e-48
42,s2 + s9 = s16 + s24,4332556383.541294,0.014747622135886606,1.3121383008997273e-14
43,s5 + s6 = s24 + s7,3.3133894343458035e-53,4.504888165414013e-53,7.07891681165597e-64
44,s1 + s22 = s14 + s9,85540094792.02141,0.04430576896392052,0.012773260441264632
45,s12 + s2 = s24 + s9,8.879037412585615e-32,6.0769044337724905e-52,4.268774466160787e-55
46,s21 + s4 = s24 + s7,2.1101027413683356e-51,9.753168499254968e-63,2.2008893797077432e-52
47,s18 + s4 = s15 + s5,1.5834091744678425e-52,1.6034192864037076e-56,1.99917012813583e-59
48,s1 + s12 = s2 + s3,581847671980.8662,0.00045996314882601133,6.4567837603750656e-15
49,s12 + s6 = s22 + s24,1.5737533889189327e-72,5.8840915160028684e-86,5.163269889312632e-84
50,s2 + s4 = s3 + s7,3.246884436039687e-41,3.20318622105418e-42,1.711368236189479e-58
51,s6 + s7 = s2 + s20,1.7463624122998838,6.909950370012928e-10,5.105569430654236e-16
52,s1 + s17 = s24,676.3857965677644,0.0033357467487721694,1.323575517491341e-17
53,s4 + s9 = s11 + s6,0.000800255426652332,0.03463108209622318,5.827257137577678e-10
54,s1 + s9 = s16 + s3,1.5155077181064e-17,0.004468607202473349,1.8801959281692694e-35
55,s2 + s7 = s20 + s9,203164.15273348006,0.002071899402882116,1.4468660109597836e-26
56,s1 + s4 = s2 + s24,128.64132655010687,0.015212985023606346,2.7650010005080745e-12
57,s15 + s9 = s1 + s7,1.8242213172468368e-17,2.97830236353497e-29,1.2045201320558812e-32
58,s18 + s9 = s2 + s3,1.7357722632722725e-14,0.024883615970386404,1.263095823534709e-25
59,s1 + s7 = s2 + s3,2.547341943202815e-07,0.0006277964345173839,5.112116579558395e-35
60,s12 + s17 = s19 + s21,1.8287890852813308e-19,4.229293999289976e-20,4.354443863470971e-36
61,s1 + s4 = s24 + s7,2.1245541625685244e-29,4.864089391595655e-26,4.566490833602714e-43
62,s1 + s12 = s15 + s5,1.3249055611907741e-27,8.489684141982028e-38,1.4702522882670428e-53
63,s19 + s9 = s23 + s3,896972641.152251,0.010271615170920371,0.7235293471007005
64,s8 + s9 = s14 + s3,1652.9457439053426,0.028480319392740986,5.5722724284825255e-15
65,s5 + s9 = s1 + s15,5.379549323407415e-24,7.689488190599792e-25,2.9898347297103935e-40
66,s1 + s12 = s16 + s3,1076275351014.895,0.00045996314882601133,1.1943464832413167e-14
67,s18 + s5 = s22 + s3,1.6648089565430227e-16,2.2997119623717817e-11,1.3065199292672453e-33
68,s12 + s3 = s15 + s5,1.4785319264985341e-44,1.949385206669802e-66,2.182370606665394e-56
69,s2 + s24 = s1 + s22,1.3407896284794382e-32,6.611915869799761e-42,8.655992230326204e-47
70,s12 + s5 = s2 + s9,3.546797706737747e-13,1.597508854300174e-16,1.2274068020702727e-37
71,s6 = s16 + s3,2.744720244463726e-05,5.680600007389928e-10,2.744720244463726e-05
72,s12 + s5 = s1 + s20,9.098849709355955e-45,3.7189355319624396e-51,3.1487530295463767e-69
73,s14 + s6 = s16 + s19,8.641490749964693e-21,1.528307213189393e-23,8.286279787895788e-16
74,s22 + s5 = s3 + s7,4.416668215093978e-08,0.048261910640936004,9.436025398835198e-19
75,s12 + s15 = s13 + s16,0.047122837016737,0.0010849144636083912,2.0304590648435763e-25
76,s1 + s7 = s11 + s24,933757537253.4276,0.0006277964345173839,1.8739052290243732e-16
77,s6 + s9 = s24 + s3,4.7051661480218804e-11,7.836450855444751e-29,9.883831457947378e-17
78,s12 + s24 = s19 + s9,1.8469968231237252e-21,9.192658179113011e-30,2.4431633501410365e-38
79,s18 + s9 = s16 + s24,0.15574077320732407,0.024883615970386404,1.1333025901761439e-12
80,s12 + s5 = s15 + s22,3.3703604565836536e-27,3.821072296524523e-52,1.1663488284039664e-51
81,s18 + s9 = s15 + s5,5.78560955056178e-32,9.072391512632643e-38,4.21010256618602e-43
82,s5 + s9 = s17 + s3,0.00043746918803166295,0.004867617164501375,2.4313571508008926e-20
83,s20 + s4 = s13 + s24,0.022178863684148564,1.3955596855745272e-11,6.580314830502113e-14
84,s12 + s5 = s15 + s3,7.750662365798232e-31,5.731774755141891e-29,2.682198561891152e-55
85,s2 + s9 = s22 + s24,1.8539877303130962e-25,1.963711197251851e-29,5.61490283100151e-49
86,s12 + s4 = s15 + s5,3.39034744068017e-68,2.817757377044916e-74,8.498090620435015e-82
87,s2 + s6 = s15 + s3,3.2335031816151615e-34,2.5981763729834646e-50,9.794780592454916e-44
88,s12 + s7 = s22 + s9,0.0007068518719500687,3.313493553891415e-29,8.839915664350973e-32
89,s1 + s6 = s15 + s20,6.5974489246926214e-24,3.0432084830836237e-35,9.851629812801848e-37
90,s19 + s5 = s16 + s22,3.224350268023163e-11,0.007245685361745998,2.8448217659979774e-26
91,s1 + s12 = s16 + s18,0.1146453720999814,0.00045996314882601133,1.2722236633811932e-27
92,s10 + s9 = s24 + s8,23274.27800680847,0.008730045478475267,1.317370836254934e-15
93,s24 + s6 = s20 + s23,8.675700167458402e-30,1.1036784914746804e-46,1.9987279218610226e-34
94,s10 + s12 = s2 + s24,1.3064698509341476e-17,2.961878921830257e-34,4.921658443969568e-37
95,s15 + s24 = s1 + s16,91.15491032002897,0.03552409315471404,1.1275346278948715e-14
96,s12 + s9 = s2 + s6,72306.52359795035,0.0010470674587211835,1.006767395499566e-13
97,s15 + s18 = s13 + s20,0.0015417409775240263,0.022344577219144384,1.4420245857901265e-19
98,s12 + s2 = s19 + s22,1.6244103672724012e-49,5.265220509364074e-57,7.809677081155592e-73
99,s18 + s9 = s21 + s5,54283.94394234231,8.178772322557051e-07,3.950162376100236e-07
100,s10 + s25 = s15 + s16,0.07877174259429752,0.00031252371870529487,1.3959664978736424e-25
101,s15 + s18 = s16 + s17,246014365.81536016,0.025783052131255,2.301027015141309e-08
102,s25 + s5 = s15 + s22,3.471133607439898e-19,1.3957656818737015e-11,2.843926088339502e-45
103,s15 + s2 = s1 + s24,1.143398059071115e-25,8.934211798905822e-25,6.910002508774975e-53
104,s18 + s4 = s15 + s7,8.115204644757915e-63,1.051676160868258e-68,1.0246040613577771e-69
105,s12 + s2 = s24 + s8,2.554643811302715e-13,5.6141995090817045e-37,1.2281960042613521e-36
106,s18 + s9 = s24 + s5,2.8395497310924574e-35,5.050512120491337e-29,2.066298374477132e-46
107,s18 + s9 = s24 + s3,0.00509913014238671,1.0228830940510207e-09,3.7105616461266825e-14
108,s1 + s18 = s11 + s16,378606459.72639185,0.010931049628736396,6.905239485463574e-11
109,s18 + s2 = s24 + s3,1.2271079930991633e-19,1.887942875939767e-22,1.5775003617363485e-33
110,s2 + s9 = s24 + s3,0.9438487966200839,2.945652265474083e-06,2.8584974935537968e-24
111,s7 + s9 = s1 + s5,9.497004208808634e-06,1.7975072955791263e-09,6.744913315900294e-26
112,s15 + s2 = s16 + s3,0.0010182631660668226,0.015280685523925887,6.153763316540026e-31
113,s2 + s20 = s14 + s3,0.00289587213483551,0.011463103980639627,4.1598493135948955e-29
114,s15 + s5 = s17 + s20,0.009928526897062948,0.005043560680919066,6.570844180417376e-23
115,s1 + s4 = s24 + s9,0.0002218203915881503,2.7510233024290718e-06,4.767780472439625e-18
116,s12 + s22 = s3 + s9,23589397633764.793,1.7040393842516883e-12,0.3084136719219945
117,s12 + s2 = s1 + s9,1.3507800307481368e-56,1.744558905964566e-67,6.494144620321397e-80
118,s15 + s24 = s14 + s3,98.19058344477438,0.03552409315471404,1.21456192078396e-14
119,s12 + s9 = s3 + s7,1.608898808847187e-31,1.1060070217857075e-44,2.2401669763741095e-49
120,s25 + s5 = s15 + s3,2.4689008429756683e-37,0.0001742540541437573,2.0227891838598627e-63
121,s1 + s12 = s24 + s7,5.703906902914987e-29,3.0998458178780434e-41,6.329645237910967e-55
122,s1 + s2 = s19 + s24,0.0007352354259716238,0.00647843905263117,1.6097518246429879e-34
123,s6 + s7 = s12 + s24,72.55948947900453,0.014169631837980666,2.1213094646259968e-14
124,s12 + s24 = s15 + s16,5.441001982459779e-17,3.1539340076373535e-25,7.197227664478759e-34
125,s17 + s2 = s3 + s9,72911066.46793576,1.1886068708793543e-10,2.0895275343347334e-08
126,s11 + s12 = s14 + s22,2.755169696214612e-27,2.5040526973499927e-23,6.370835022109846e-53
127,s4 + s7 = s16 + s22,6.629603842427255e-10,0.004865334740420695,8.159640709802134e-26
128,s1 + s4 = s16 + s7,1.1038855782398481e-07,0.0007696085211227331,2.372678213241792e-21
129,s5 + s9 = s1 + s13,100350858496.13472,0.00011474716316765357,5.577279133448968e-06
130,s18 + s9 = s1 + s24,1.9254100957295044e-31,1.545603827709678e-39,1.4010924716141883e-42
131,s12 + s2 = s15 + s7,1.3277229074506505e-61,1.930083292025709e-80,6.383292897750753e-85
132,s13 + s2 = s17 + s24,4.304948283860977e-05,8.809781830339451e-20,1.326205653696387e-17
133,s12 + s2 = s16 + s18,81.52010610247933,3.6697209294532017e-13,3.9192418191156762e-22
134,s12 + s9 = s15 + s2,5.1311540032041426e-27,4.645594203553793e-35,7.144415599949327e-45
135,s12 + s9 = s1 + s2,3.385402880855425e-21,7.424344863212613e-42,4.7137008826851665e-39
136,s1 + s6 = s13 + s21,164.13270959776045,0.04430576896392052,2.45090900071588e-11
137,s21 + s9 = s14 + s7,5.6021075826093855e-36,1.0567332834465414e-31,3.368219889173764e-41
138,s1 + s6 = s15 + s24,1.48495151369165e-23,3.94537228284037e-34,2.217401418311317e-36
139,s17 + s18 = s24 + s7,2.032880853290963e-40,3.8411298700675746e-48,2.6742257265753023e-50
140,s1 + s21 = s3 + s9,1404739599301296.2,0.022203130214256978,214.85530225876988
141,s21 + s6 = s19 + s22,1.0064919247401598e-56,1.3278471108996658e-64,2.5117247226530925e-57
142,s2 + s9 = s3 + s4,1183039.3925421147,0.014747622135886606,3.582899242407195e-18
143,s12 + s18 = s13 + s15,3.0855817267383647e-43,2.919954425235048e-55,1.1330564343723457e-59
144,s12 + s4 = s15 + s22,1.1462825023901132e-69,3.804436310357191e-78,2.8732195600507303e-83
145,s12 + s19 = s16 + s24,6.090823067409289e-13,3.257435702545092e-23,1.2028710356951491e-28
146,s15 + s16 = s20 + s24,0.015760800907803792,4.210169238186987e-16,6.242475804003578e-13
147,s1 + s20 = s15 + s16,61179.000041608946,0.003473380897516984,7.410343551575996e-19
148,s5 + s6 = s15 + s24,1.2089552427490587e-34,1.315209656419161e-44,2.5828818984345094e-45
149,s18 + s5 = s24 + s7,9.327403902957682e-28,5.8801797267585725e-34,7.320022540510864e-45
150,s12 + s2 = s21 + s24,2.481935534331948e-10,2.827919190918996e-32,1.193240048813815e-33
151,s2 + s7 = s5 + s9,0.001540648145052369,0.00040215955476485035,1.0971972200473578e-34
152,s18 + s9 = s1 + s21,3.5472680218189626e-08,2.5029425741642226e-17,2.5812945154861863e-19
153,s2 + s7 = s16 + s20,6548.6024135156285,0.002071899402882116,4.663691957426485e-28
154,s1 + s5 = s13 + s20,5.640867445836971e-05,0.002138281062614688,2.230062426819932e-28
155,s12 + s9 = s2 + s8,555073.8381461435,8.314352878099554e-09,7.728628269388704e-13
156,s2 + s20 = s3 + s5,3944.083011782686,9.690062267401368e-08,5.665578535724066e-23
157,s12 + s21 = s1 + s14,1.1644785256034726e-44,5.553376162966025e-64,1.038787137396379e-56
158,s1 + s12 = s16 + s9,1449212517523797.2,0.00045996314882601133,1.608196148078363e-11
159,s20 + s5 = s11 + s18,4.663017185695476e-12,0.003783525315504769,8.03228473277615e-33
160,s7 + s9 = s2 + s24,7685254675543.496,0.0014291258309760565,5.458181912679283e-08
161,s2 + s5 = s22 + s24,5.696736633234478e-19,3.485763137133061e-22,1.8282458442107403e-47
162,s6 + s9 = s18 + s22,3.3686856576491812e-12,6.938506166948693e-33,7.076375249576904e-18
163,s2 + s20 = s21 + s3,0.06774454350511615,0.011463103980639627,9.731337561821045e-28
164,s10 + s22 = s16 + s24,7218.108828603939,0.08655747987868731,1.8291351383900028e-12
165,s12 + s2 = s16 + s3,124382553534.50044,5.249448286659506e-18,5.97993953501469e-13
166,s18 + s8 = s1 + s2,1.8411729085282933e-27,1.2803162546279648e-38,3.550880040019916e-38
167,s12 + s7 = s16 + s24,1687768.5736295287,0.00014710293106999874,2.1107296229783322e-22
168,s18 + s9 = s21 + s7,2.135478257158962e-28,5.364423360588589e-19,1.5539559681531594e-39
169,s12 + s4 = s16 + s2,1.1251161144485885e-13,7.23183559478473e-23,2.820164855191846e-27
170,s10 + s2 = s20 + s3,1.3138029289778057,2.602181527534684e-15,8.141959041360928e-15
171,s1 = s24 + s6,4.6203468454556457e+21,0.04430576896392052,1178324330.31389
172,s1 + s5 = s18 + s3,9.912789007370645e-12,0.002138281062614688,3.918925328877481e-35
173,s2 + s5 = s20 + s24,9.135246724327093e-17,2.1228260199083826e-14,2.9317621534678646e-45
174,s2 + s9 = s15 + s3,14436670.392681617,5.29136649410795e-15,4.3722242673318246e-17
175,s5 + s9 = s15 + s7,2.093070205431032e-35,1.6480470030119494e-26,1.1632822037136711e-51
176,s12 + s6 = s1 + s16,3.6774058138116806e-56,2.1102007980049548e-70,1.2065066129757607e-67
177,s1 + s5 = s16 + s3,71.20686917503393,0.002138281062614688,2.8150947527745715e-22
178,s1 + s18 = s22 + s9,2.9186742408085134e-08,1.2635822290065515e-12,5.323243725794112e-27
179,s21 + s4 = s13 + s15,7.164217140206709e-30,7.632865177071223e-43,7.47245577605207e-31
180,s21 + s8 = s1 + s9,2.221718701786157e-27,2.7153885071804353e-54,2.0406034859208686e-34
181,s4 + s7 = s16 + s8,0.048713567547065774,0.004865334740420695,5.995610270601105e-18
182,s15 + s20 = s16 + s22,4.6391750016529,0.008192658874858476,1.1521214569852248e-19
183,s2 + s7 = s1 + s21,14.350747223341248,0.002071899402882116,1.022011418351277e-30
184,s12 + s9 = s16 + s3,334.4917193970567,2.8441389694305885e-05,4.657330215818762e-16
185,s2 + s4 = s13 + s15,3.263103103908001e-16,1.319450201772229e-36,1.7199167735858373e-33
186,s2 + s9 = s22 + s3,4.0515219155675416e-11,3.73085752374886e-15,1.2270254814330989e-34
187,s15 + s24 = s22 + s6,1.2403792778772996e-14,0.03552409315471404,1.5342789352978939e-30
188,s12 + s18 = s15 + s22,3.5628277260146765e-56,1.3796609465388777e-75,1.308305932894002e-72
189,s12 + s9 = s1 + s20,6.458080813256006e-43,2.0950693029529537e-58,8.991975933512825e-61
190,s1 + s12 = s2 + s24,19017322666.044445,1.3771085094238102e-08,2.1103588803216236e-16
191,s12 = s15 + s16,1.6872551282834137e-14,1.2320053874856228e-31,5.537473344098743e-26
192,s12 + s20 = s1 + s7,1.7110499035726503e-56,5.860500322222982e-71,1.885893934546795e-80
193,s7 + s9 = s15 + s8,3.285442559025867e-06,0.0014291258309760565,2.333370058364858e-26
194,s1 + s2 = s21 + s24,3.355944747911807e+18,0.00647843905263117,7.347630419484957e-13
195,s12 + s2 = s16 + s24,1.0435097492528804e-15,2.763011000631737e-32,5.016881409336656e-39
196,s12 + s4 = s1 + s2,2.3243358677558673e-66,1.3121499139462451e-60,5.826074519534816e-80
197,s1 + s22 = s15 + s20,31.49615692876138,0.04430576896392052,4.703158399907868e-12
198,s2 + s9 = s1 + s3,1.9729624101562307e-05,8.456384248941324e-22,5.975224129652121e-29
199,s2 + s24 = s15 + s9,8.56168221220441e-13,1.1367144439865895e-23,5.527329055446969e-27
200,s12 + s21 = s16 + s3,1.0254216442461197e-06,3.036744469193395e-24,9.14739766367692e-19
201,s7 + s9 = s24,2059730327.0974746,0.0014291258309760565,1.4628510428075523e-11
202,s1 + s18 = s21 + s24,11.565085317972926,0.010931049628736396,2.1093058963688588e-18
203,s12 + s18 = s5,4.9201359908707e-41,4.283995604003892e-56,1.8067230869739027e-57
204,s2 + s5 = s17 + s22,4.8891371026291194e-11,7.809050449132812e-13,1.5690640387886642e-39
205,s4 + s6 = s15 + s3,1.5860418351627863e-53,2.4878895721474805e-56,5.7727711024977266e-55
206,s12 + s6 = s15 + s2,1.0252256483861306e-45,2.2810880916267116e-70,3.3636253032626885e-57
207,s12 + s5 = s19 + s24,4.000681246085477e-21,3.9980367750534468e-28,1.384477994059832e-45
208,s1 + s5 = s21 + s24,31.736582770277188,0.002138281062614688,1.2546751270301253e-22
209,s19 + s6 = s14 + s9,4.256781946201908e-23,5.980776104502722e-32,2.6177090556439848e-24
210,s2 + s4 = s1 + s21,2.028673357842437e-30,1.2738892751795914e-32,1.0692733956524972e-47
211,s18 + s24 = s16 + s3,555813.126623644,0.08386714299414195,0.0005878955780051488
212,s2 + s5 = s16 + s19,5830454252.38779,0.0070569105099032425,1.8711596556178852e-19
213,s5 + s6 = s24 + s8,6.077521627309622e-14,2.3538683563424482e-18,1.2984368687485465e-24
214,s11 + s7 = s14 + s9,7.307824789524655e-11,0.00022753297009183267,3.887392930253514e-38
215,s15 + s18 = s14 + s6,174823.6031514067,0.025783052131255,1.635163997039289e-11
216,s22 + s4 = s15 + s25,8.725114935343115e-22,2.199742025619455e-28,3.175709997318372e-23
217,s12 + s13 = s23 + s7,4.9731215233762644e-54,4.3672216061870266e-73,1.6877644186906101e-68
218,s16 + s6 = s13 + s5,2.1991508683551013e-52,3.357572460792284e-55,1.1067002714717817e-52
219,s2 + s6 = s13 + s21,9.122468574630313e-17,3.304721040713775e-22,2.763336639286574e-26
220,s5 + s9 = s23 + s24,16.586135591161547,4.410337872882471e-06,9.218207928007277e-16
221,s1 + s2 = s13 + s7,6512735539.213428,1.361664033241576e-08,1.4259225749101308e-21
222,s15 + s2 = s1 + s9,3.613892163457768e-14,3.109026016799716e-22,2.1840166438818694e-41
223,s12 + s6 = s15 + s19,2.635854734438753e-62,1.9866148629902587e-79,8.647879317533159e-74
224,s4 + s9 = s14 + s21,4.835115507389116e-07,0.03463108209622318,3.520808533509198e-13
225,s21 + s22 = s1 + s13,0.08295863312928782,1.8802178007527153e-18,0.020702524486760694
226,s2 + s7 = s16 + s3,0.8678410570987393,0.002071899402882116,6.180468904269706e-32
227,s12 + s21 = s15 + s8,2.7599546433371887e-43,5.834031843131426e-52,2.462050883944212e-55
228,s18 + s4 = s16 + s3,3.1055888668712683e-06,2.8603530446586737e-06,3.921033547760545e-13
229,s16 + s6 = s1 + s17,3.291588794158553e-46,8.587319618469328e-68,1.6564585288291075e-46
230,s15 + s18 = s11 + s20,7.03136155688503e-24,4.232172675217087e-27,6.576588664647946e-40
231,s12 + s2 = s11 + s24,1.3368626439398276e-46,8.866177476047446e-68,6.427234005259924e-70
232,s18 + s5 = s2 + s7,3.0015089607296395e-19,1.607289324864686e-18,2.355544316154182e-36
233,s7 + s9 = s1 + s15,1599.7460336817242,3.442045151960274e-13,1.1361633718799969e-17
234,s5 + s9 = s14 + s24,0.08063346329889191,0.004867617164501375,4.481429845784079e-18
235,s2 + s9 = s13 + s15,4.633365499042605e-14,7.465651008070621e-18,1.4032399800858205e-37
236,s22 + s24 = s16 + s21,630714391144.2787,0.33993060020459137,239012.46126496815
237,s1 + s7 = s22 + s24,7342646.510952597,0.0006277964345173839,1.4735542303866026e-21
238,s12 + s4 = s15 + s17,9.045303111940432e-57,6.729200778718478e-60,2.2672545182906517e-70
239,s12 + s9 = s1 + s15,6.277943453430229e-56,4.879114869731922e-66,8.741159808549648e-74
240,s12 + s5 = s15 + s21,2.7086565502573496e-12,4.8855196967397305e-21,9.373592037522697e-37
241,s10 + s12 = s15 + s22,1.7081220669181594e-58,2.4653432484521965e-67,6.434739682639836e-78
242,s22 + s5 = s15 + s19,7.099815462543459,0.048261910640936004,1.5168456349664344e-10
243,s2 + s5 = s16 + s17,43603478713986.91,0.0070569105099032425,1.3993604388678933e-15
244,s1 + s6 = s15 + s3,3.1076455711030953e-10,7.495818064298297e-20,4.6404866646735375e-23
245,s13 + s2 = s15 + s9,7.698929164405364e-34,2.4582116701984627e-35,2.371773761724503e-46
246,s12 + s15 = s24 + s9,1.131265173711728e-07,6.608792872746148e-28,4.874468033172496e-31
247,s12 + s7 = s16 + s6,16496229.68378967,0.00014710293106999874,2.0630245879120307e-21
248,s15 + s9 = s18 + s5,3.8834760753816216e-16,0.01054009782853675,2.5642311439569585e-31
249,s12 + s7 = s15 + s3,6.164047426106752e-19,2.5657140005992533e-17,7.70878051826005e-47
250,s12 + s20 = s1 + s19,1.1165669723109391e-32,2.2674325975989915e-47,1.2306636271681778e-56
251,s20 + s5 = s1 + s2,0.3071990261403224,0.003783525315504769,5.291659775906639e-22
252,s21 + s9 = s24 + s3,39.82651635771778,1.704025401693725e-12,0.00023945356731276232
253,s12 + s18 = s16 + s23,1.954662204598492e-24,2.837861281405484e-41,7.177714881938534e-41
254,s21 + s7 = s1 + s15,2.859433816474987e-15,3.675140944333654e-32,2.7455978606844267e-30
255,s18 + s4 = s19 + s24,2.749524748367415e-25,2.265141596422447e-36,3.4714765028146896e-32
256,s21 + s9 = s2 + s24,0.010446977682564671,2.4515935865466146e-11,6.281157134754417e-08
257,s2 + s22 = s13 + s24,10713869.722646913,0.146221117568386,1.5696903888606076e-11
258,s2 + s9 = s15 + s8,647760.4084473911,8.953860893215794e-12,1.9617776815533325e-18
259,s12 + s4 = s3 + s9,7.727147811359821e-27,1.105543727915315e-43,1.9368517087811495e-40
260,s12 + s9 = s24 + s3,1.5049640898605784e-13,1.797556265261914e-27,2.0954523902906303e-31
261,s12 + s2 = s16 + s22,2.2942128717183816e-22,3.4995306475012044e-41,1.1029886317234174e-45
262,s12 + s8 = s16 + s9,1.668499229715282e-13,1.5787141167774224e-31,2.1513718406820002e-31
263,s1 + s9 = s15 + s24,19.108672834462702,0.004468607202473349,2.3706938887099148e-17
264,s18 + s21 = s16 + s7,5.885345222411746e-21,5.596237021495078e-38,6.004557095428207e-26
265,s12 + s4 = s3 + s7,1.0939241929233625e-51,1.9547139110562063e-63,2.741980604053948e-65
266,s6 + s9 = s15 + s24,5.6438485889154885e-34,7.409258252608277e-52,1.1855659603108117e-39
267,s17 + s9 = s19 + s3,394930.8049978453,0.00759354717891871,3.3885861592986564e-05
268,s15 + s8 = s22 + s9,7.28444860346561e-19,2.2521695267602244e-17,6.249060839966219e-42
269,s1 + s21 = s15 + s24,0.005255439700867462,8.579157469516012e-18,8.038209259525754e-16
270,s16 + s18 = s14 + s22,7.208962680755384e-28,4.227005301122532e-39,1.6657849922540982e-32
271,s18 + s9 = s14 + s21,205319133.49780437,0.024883615970386404,0.0014940769909754141
272,s1 + s18 = s13 + s24,26767157570978.71,0.010931049628736396,4.881946111176272e-06
273,s18 + s2 = s22 + s23,2.0038301558718273e-42,3.722622637953205e-51,2.576010272545397e-56
274,s12 + s18 = s22 + s3,5.786452753639853e-46,1.459207499066743e-52,2.124843256585421e-62
275,s18 + s7 = s15 + s24,1.2258482904001862e-17,7.684590047004945e-14,1.4150085692291094e-38
276,s18 + s5 = s24 + s3,0.03430136764976003,0.011907102680540647,2.6919257167256906e-19
277,s2 + s5 = s17 + s19,1.0424351366251188,0.0070569105099032425,3.3454727313101065e-29
278,s12 + s7 = s24 + s3,2.543338375946843e-12,1.4283080309858408e-08,3.180708383391765e-40
279,s5 + s9 = s22 + s6,0.0003032129811685488,0.004867617164501375,1.685190797772138e-20
280,s1 + s2 = s13 + s3,16496289297126.799,0.00647843905263117,3.6117590172965e-18
281,s12 + s7 = s22 + s3,2.1607686359372028e-14,1.8090437306851617e-17,2.7022652510155396e-42
282,s2 + s5 = s15 + s24,2.423092650873208e-06,4.9437562685827195e-22,7.776397882345615e-35
