,rxn,real_molrank,energy_molrank,max_rate
1236,s15 + s9 = s11 + s29,6.215827261615088e-19,8.932820751009936e-41,2.5409884184032052e-54
1237,s3 + s34 = s19 + s25,4.885493603786223e-39,2.9155704225085536e-61,2.1321504149338087e-59
1238,s15 + s24 = s17 + s18,8.115774125064474e-44,2.9577892735902114e-41,1.4177245847648409e-81
1239,s48 + s9 = s2 + s43,6.323774729925797e-18,5.773742506179098e-32,4.182871693395973e-46
1240,s37 + s39 = s33 + s4,2.3257643389377874e-08,6.572855865110321e-30,2.3634308489601366e-28
1241,s24 + s9 = s3 + s8,1.6021168308135184e-35,1.0463934272592985e-30,1.1363199331790106e-50
1242,s27 + s40 = s34 + s4,1.871082913764963e-19,1.0783665227179978e-40,1.6371971579779412e-59
1243,s26 + s43 = s32 + s4,4.921763020286389e-23,7.080077416551704e-28,1.368328015976202e-39
1244,s26 + s38 = s11 + s29,1.6901609175813129e-34,1.5204948518280607e-53,5.2806575428125524e-52
1245,s18 + s45 = s29 + s5,3.5322615593599345e-27,5.134014492092982e-48,1.2692408772262985e-40
1246,s32 + s38 = s16 + s17,4.840020951695357e-24,1.540237129393915e-28,2.5616922769683623e-50
1247,s41 + s9 = s23 + s8,1.3349951730395882e-23,1.9771455148822252e-30,1.3818858977750154e-45
1248,s19 + s26 = s10 + s29,8.338223492342412e-12,1.4797150060158e-31,6.7679900315918754e-09
1249,s27 + s3 = s19 + s2,6.911840213309075e-17,2.0811276496308545e-31,8.30751080759393e-46
1250,s12 + s41 = s21 + s8,7.470116984741428e-18,3.557413862376743e-35,2.199877408950391e-31
1251,s23 + s3 = s19 + s44,6.038866943738492e-41,3.47602623467387e-48,1.948568810578812e-64
1252,s27 + s8 = s31 + s48,2.1019957567815758e-44,3.6162359261761595e-55,6.050899531700808e-64
1253,s25 + s45 = s11 + s8,2.509922862257718e-38,9.460522509564196e-30,3.905528176772922e-76
1254,s36 + s38 = s1 + s32,2.522885337376535e-37,1.9829485380044468e-53,5.97906703615232e-66
1255,s17 + s5 = s20 + s37,1.1234820231417554e-12,1.4932267432135391e-38,6.869545201363047e-30
1256,s27 + s32 = s11 + s2,1.2385228797668888e-47,8.750987107472379e-48,6.672168476917324e-83
1257,s38 + s6 = s21 + s32,7.074388021105789e-19,1.7093831522164322e-23,6.339628794409282e-30
1258,s22 + s45 = s11 + s23,1.1272832637720792e-47,1.2305499463264379e-46,4.646415748968149e-88
1259,s15 + s20 = s16 + s23,4.0180274809832254e-23,2.6870322641958557e-40,1.0233939954594285e-59
1260,s1 + s46 = s25 + s8,8.50612143562774e-22,1.0246078820386633e-30,4.790132187625566e-41
1261,s24 + s43 = s20 + s4,8.730178504334031e-27,6.232741998905623e-28,6.205891488214497e-46
1262,s18 + s6 = s26 + s43,2.455118093474079e-09,1.3009791203801091e-37,4.5477455369487e-06
1263,s40 + s6 = s23 + s31,2.0843327505800878e-26,4.560750098159106e-50,5.478922097137194e-46
1264,s46 + s49 = s29 + s47,1.1159748234684974e-29,1.3798005244890047e-33,2.433926105749476e-39
1265,s48 + s49 = s14 + s25,1.2897115106193e-25,7.019418443115324e-32,2.317309248783475e-52
1266,s27 + s6 = s14 + s18,8.553121339851326e-22,5.687966870569361e-32,6.504153678264793e-42
1267,s3 + s46 = s11 + s20,2.693327262166095e-52,1.0328701028110262e-71,1.0062049709504973e-65
1268,s15 + s37 = s8 + s9,1.2500638456979941e-20,1.8341766591532323e-40,1.5428449544599993e-52
1269,s33 + s34 = s2 + s29,1.3037388650884086e-22,3.647237596057684e-35,4.9918528379581235e-29
1270,s23 + s8 = s18 + s7,9.814186071091384e-20,1.611211030322057e-32,1.660610093300441e-36
1271,s22 + s24 = s20 + s33,1.2848645629954216e-31,8.61476362633214e-31,1.2503435586136826e-64
1272,s22 + s45 = s23 + s4,4.501797487862842e-18,1.8782567249867482e-30,1.8555427387681262e-58
1273,s16 + s6 = s19 + s37,2.3347192940494823e-19,5.9052956397908335e-33,2.3161023989022004e-20
1274,s32 + s38 = s11 + s37,1.3503715818160972e-19,1.451413219366139e-35,7.147151813390703e-46
1275,s20 + s27 = s16 + s18,1.1459215371019505e-19,3.8767367550444295e-30,2.9634144968918e-48
1276,s3 + s46 = s25 + s29,1.6107003321097922e-40,3.75936000034249e-52,6.01744431004294e-54
1277,s3 + s32 = s17 + s21,1.1627373902268318e-22,4.454781363024533e-28,1.5856602580076652e-45
1278,s22 + s37 = s2 + s23,7.24938923756728e-18,1.2364236420222924e-33,1.905728569148993e-44
1279,s25 + s29 = s2 + s32,1.6461908607970042,1.4743368670294387e-14,7.838179230359893e-29
1280,s26 + s49 = s11 + s37,2.5301855239653427e-32,3.76262776398911e-43,1.946121523299975e-43
1281,s1 + s21 = s20 + s23,1.3592840978127371e-33,2.377894694784672e-48,3.521941455032786e-52
1282,s12 + s17 = s19 + s45,9.789572329248867e-49,1.3307995336809685e-61,1.170856794774397e-44
1283,s13 + s27 = s19 + s4,4.7486815433321166e-46,4.593952024480125e-31,6.440169735575036e-73
1284,s15 + s8 = s2 + s48,3.275148791839829e-37,5.031507268678184e-49,9.928916277813411e-68
1285,s34 + s7 = s20 + s32,3.321145932650621e-16,1.1185307959807984e-29,2.895615226305897e-41
1286,s22 + s40 = s33 + s4,3.502581335963524e-36,2.1769532487455472e-40,5.037112970421502e-80
1287,s12 + s32 = s14 + s34,1.5201961018953841e-33,6.045595577794595e-45,1.2035700565070958e-46
1288,s3 + s39 = s17 + s31,5.880045877605498e-19,6.962697304361978e-30,4.518399656149568e-44
1289,s11 + s3 = s25 + s32,1.0190188376001714e-25,6.951637510030622e-30,7.224186926939462e-47
1290,s29 + s40 = s19 + s21,5.167556714427152e-05,2.974901146397055e-25,1.8634200617157023e-30
1291,s12 + s32 = s10 + s44,1.3121370610295511e-74,5.74229568270289e-82,1.0388454981034227e-87
1292,s12 + s26 = s49 + s7,3.0272642272456213e-81,5.038619614103714e-94,1.470894465392595e-87
1293,s26 + s39 = s11 + s16,2.364880852953703e-13,1.2040347808951932e-30,3.559934632669026e-39
1294,s20 + s3 = s2 + s21,0.00045970000655895803,2.067647992221874e-29,8.607436834894982e-20
1295,s27 + s40 = s48 + s7,6.032729971961107e-61,2.194493546258735e-85,5.278637462980834e-101
1296,s3 + s32 = s2 + s38,7.2411239067434865e-40,1.1551862327949217e-35,9.874940376685055e-63
1297,s28 + s41 = s12 + s3,0.0002092433101686349,3.3869476256228285e-15,1.0843713172994473e-20
1298,s26 + s8 = s29 + s4,1.1735193115608932e-15,6.981213784780462e-25,1.019511402725664e-20
1299,s3 + s46 = s23 + s4,1.5541432769064163e-29,5.22912397247792e-41,5.8061517913529145e-43
1300,s3 + s46 = s19 + s33,6.171329574278143e-24,1.9026858114421937e-34,2.3055581036291983e-37
1301,s32 + s6 = s48 + s7,5.0222993900149366e-92,2.573579574917853e-104,3.004781313981784e-103
1302,s15 + s20 = s4 + s8,1.5465154537974478e-22,2.6870322641958557e-40,3.9389840830910153e-59
1303,s2 + s27 = s11 + s29,1.9173693095487092e-39,2.0598385926540002e-54,9.319294735359582e-49
1304,s17 + s2 = s28 + s8,4.8569820397595476e-24,6.17920967497084e-27,5.222029050655733e-10
1305,s15 + s22 = s33 + s4,5.36334929131465e-31,7.354226171689814e-41,4.131358781204826e-85
1306,s20 + s3 = s25 + s4,7.147002215604831e-15,2.067647992221874e-29,1.3382068577756976e-30
1307,s37 + s38 = s11 + s14,4.3686290333934943e-35,3.323929639157355e-57,1.7450705333474754e-47
1308,s23 + s26 = s20 + s44,1.1771642366541739e-40,1.362876637817368e-58,1.5798686666488983e-64
1309,s22 + s45 = s29 + s47,2.869299315478067e-34,1.8782567249867482e-30,1.1826625974495399e-74
1310,s26 + s27 = s10 + s32,2.7262522960377304e-16,2.897686051898117e-33,7.361024018816326e-43
1311,s24 + s48 = s16 + s20,1.9281532028725573e-24,1.9117716709268608e-32,7.407669473075414e-55
1312,s12 + s27 = s20 + s42,4.489164442728504e-57,3.6912072025407024e-56,2.6976527347454992e-76
1313,s20 + s41 = s2 + s4,6.2927512238695625e-22,9.055677415123636e-30,4.5663369825527854e-45
1314,s20 + s3 = s29 + s48,1.7895868765801474e-47,4.8651438151488875e-54,3.3508278836069667e-63
1315,s16 + s32 = s39 + s40,9.966826129408057e-64,1.1278168819631912e-67,3.0856859760088624e-79
1316,s37 + s9 = s19 + s2,5.358985987850768e-16,4.399355634302929e-33,4.671230650577892e-25
1317,s36 + s47 = s11 + s26,4.255909713194707e-34,2.915273653586281e-46,2.8777331303086155e-59
1318,s21 + s37 = s16 + s18,2.1274225267554585e-13,6.435929793895612e-35,7.470983387045477e-21
1319,s18 + s6 = s14 + s17,2.274204737877897e-30,1.0008804920333948e-49,4.2126301273584715e-27
1320,s23 + s9 = s38 + s4,9.51937171028033e-21,1.1539885466990327e-29,1.1199468036421984e-42
1321,s27 + s40 = s29 + s42,9.649842017414252e-25,1.0783665227179978e-40,8.443609745789864e-65
1322,s17 + s27 = s11 + s6,2.945599693674172e-28,2.9884770748166416e-30,3.1747248499825913e-44
1323,s1 + s20 = s15 + s29,5.720509211126823e-31,6.914462998276633e-33,3.601312489966132e-52
1324,s3 + s37 = s15 + s7,5.007426444456727e-78,2.9770443138196723e-92,1.94341629350687e-88
1325,s27 + s9 = s2 + s32,2.3010971305918776e-18,1.2887896804628632e-30,6.17844057075968e-46
1326,s27 + s7 = s11 + s47,4.912964920153651e-13,3.2277908385379822e-31,2.2195494456879677e-46
1327,s46 + s48 = s16 + s39,6.813408254117809e-12,2.5735991767009135e-29,2.7037447607932008e-39
1328,s24 + s27 = s29 + s4,2.0900583669183385e-39,4.267373541952955e-31,1.3594679702528967e-68
1329,s3 + s43 = s18 + s45,3.4156031431695374e-24,2.5221144938013815e-33,5.812917505138689e-43
1330,s15 + s24 = s11 + s43,4.949168873312337e-29,2.9577892735902114e-41,8.64558115802917e-67
1331,s24 + s45 = s2 + s26,6.0839114123379227e-33,7.554142971017676e-31,4.7522270629838146e-58
1332,s3 + s32 = s28 + s46,6.633297462955804e-32,4.454781363024533e-28,9.046029013051832e-55
1333,s12 + s9 = s23 + s8,1.470336465743774e-44,8.155016118518902e-56,4.729554389721778e-49
1334,s32 + s40 = s35 + s4,4.5042218741193e-12,1.7136999800021324e-38,3.297336266509719e-46
1335,s12 + s38 = s18 + s2,9.166701846935472e-12,1.5744008838798496e-34,4.1852164502648695e-22
1336,s38 + s49 = s17 + s44,2.0179876206443083e-22,2.0642442553594992e-46,8.596793191484803e-38
1337,s24 + s46 = s19 + s4,1.5561084170273384e-33,4.6642143462714425e-28,2.12773205119598e-47
1338,s22 + s6 = s33 + s7,2.2101890703532692e-35,3.066277613083818e-46,1.494722159523806e-58
1339,s20 + s33 = s29 + s44,1.3656667520896537e-28,1.521538808117118e-47,2.5686812760777683e-30
1340,s41 + s45 = s19 + s35,3.0490840587281535e-25,2.1733360243203497e-30,3.4967700065420705e-57
1341,s1 + s20 = s11 + s8,3.081628722147827e-22,6.914462998276633e-33,1.9400210010890414e-43
1342,s24 + s37 = s14 + s45,7.784118255822172e-30,2.6997086622752687e-34,1.6892561181277861e-40
1343,s22 + s23 = s16 + s9,7.860740698307935e-19,9.500574352177413e-30,3.6509214657232832e-59
1344,s35 + s46 = s11 + s43,7.64552658377329e-33,7.411009687894573e-41,3.643155739239427e-42
1345,s26 + s46 = s2 + s35,0.16113599728882558,1.590579720699667e-28,5.023678204931882e-14
1346,s17 + s27 = s15 + s2,4.88823401176022e-37,1.4198178228693918e-41,5.268468089195109e-53
1347,s26 + s9 = s19 + s34,3.7776088610487726e-17,1.188649630366142e-30,9.126948764262808e-32
1348,s20 + s46 = s19 + s33,8.561848977459898e-08,4.23725062074619e-27,5.064100986815614e-21
1349,s46 + s6 = s29 + s44,1.9656250021749017e-60,2.838164204923419e-73,6.36446982717994e-66
1350,s46 + s6 = s18 + s45,7.831851060940852e-19,4.432884721556582e-42,2.5358641507496444e-24
1351,s39 + s48 = s11 + s32,5.376054961662143e-13,5.848474281888468e-32,1.3744094424170208e-51
1352,s16 + s26 = s29 + s4,2.137901806291265e-27,4.911512959050127e-22,6.323477807006619e-36
1353,s20 + s3 = s11 + s2,3.667770189408842e-24,1.9580664479344444e-40,6.8675440025686495e-40
1354,s12 + s20 = s25 + s48,1.0836302187683177e-71,2.581324636712013e-91,2.178043269587489e-77
1355,s20 + s43 = s19 + s6,2.7820234260770333e-10,5.662194732736826e-27,7.88421892965079e-29
1356,s13 + s19 = s11 + s38,1.5524698147164215e-48,3.040297007427632e-57,5.001199597664062e-47
1357,s27 + s9 = s11 + s29,5.4821709324565445e-31,1.918756559363162e-44,1.4719616505808571e-58
1358,s23 + s27 = s33 + s43,9.606672124051578e-33,4.706165065274146e-30,1.7842323416819913e-69
1359,s22 + s3 = s29 + s35,2.140853120677506e-23,5.6590131725830486e-30,5.838513988730104e-56
1360,s13 + s27 = s23 + s33,2.210543194618629e-40,3.329852137777955e-40,2.997942323833903e-67
1361,s15 + s8 = s11 + s43,4.7765925692949794e-27,2.620349707948093e-38,1.4480681864567603e-57
1362,s6 + s9 = s35 + s8,5.506553641420601e-10,4.261627220439317e-23,5.297480174432363e-17
1363,s37 + s40 = s33 + s8,1.1097943880489017e-19,5.4294180566375114e-40,3.2176623759299766e-41
1364,s22 + s31 = s11 + s23,5.603101151067802e-57,3.899731485928372e-54,5.46563019421675e-73
1365,s37 + s41 = s14 + s43,9.155605067465653e-29,2.118469124662131e-32,2.902508781681392e-46
1366,s1 + s8 = s19 + s31,1.8774325727698628e-15,3.734537973399171e-26,2.02315581134665e-30
1367,s15 + s28 = s37 + s8,1.7645997740355583e-08,1.0049869413403607e-25,3.5792299947062135e-38
1368,s2 + s6 = s32 + s4,7.571328974478667e-29,1.502141663197109e-32,1.5020781301977194e-17
1369,s23 + s3 = s16 + s44,2.4374325991029384e-20,2.3103420489464762e-32,7.864894498834166e-44
1370,s27 + s9 = s17 + s18,2.404543559876929e-29,1.2887896804628632e-30,6.456193998504205e-57
1371,s27 + s8 = s18 + s39,7.799281554565925e-25,1.7370143207996945e-46,2.2451362688944587e-44
1372,s15 + s40 = s2 + s46,3.2824915374268056e-20,7.474342010459116e-51,1.0136911023907663e-68
1373,s24 + s27 = s47 + s9,1.3446263991601313e-28,6.672676654977721e-33,8.746054897547781e-58
1374,s36 + s46 = s2 + s35,9.843986216046855e-32,1.0114891264128826e-36,2.4421447551313883e-55
1375,s40 + s43 = s18 + s19,1.004252948622346e-15,1.5750156976608015e-37,1.0063242441730587e-45
1376,s18 + s9 = s11 + s48,2.160401723093806e-71,3.114639436619172e-85,3.586830107140762e-75
1377,s3 + s41 = s37 + s4,2.27413093225538e-27,6.548059712212613e-30,1.0557376085201528e-50
1378,s47 + s9 = s11 + s29,2.078199736666113e-26,2.772721392501794e-38,1.9445884763074408e-35
1379,s49 + s6 = s47 + s9,1.8354433756687368e-43,1.1201124900381642e-52,9.697389910897288e-48
1380,s22 + s9 = s11 + s29,2.3619682038451644e-06,2.6017451605988548e-30,1.3884756272473502e-37
1381,s26 + s27 = s23 + s31,9.432331389481442e-25,4.0029315125868304e-45,2.5467788880845077e-51
1382,s7 + s9 = s28 + s49,1.1699769016395406e-24,2.134625458309207e-30,3.8070360044979855e-43
1383,s27 + s40 = s10 + s23,5.331683914142323e-15,3.755502929082277e-41,4.665222309099134e-55
1384,s23 + s27 = s37 + s47,1.7584675098555407e-22,4.706165065274146e-30,3.2659744835321973e-59
1385,s16 + s41 = s18 + s8,5.15794550033733e-11,1.6934738516290822e-15,5.7385004450604144e-27
1386,s21 + s45 = s23 + s47,4.336852610244663e-56,1.0061157318595014e-61,9.900530447527562e-78
1387,s16 + s43 = s18 + s26,24.559254692114994,1.1750772460329726e-16,9.290184034986577e-11
1388,s37 + s40 = s11 + s23,9.661330996176275e-57,6.158077916583625e-78,2.8011406060951064e-78
1389,s15 + s22 = s20 + s31,2.978845607403451e-38,7.354226171689814e-41,2.2945885657547937e-92
1390,s20 + s9 = s14 + s2,9.194859168930342e-25,9.506062264791897e-30,5.009696708907772e-39
1391,s36 + s45 = s3 + s44,9.542599095689885e-47,4.101629499625792e-55,5.727087960485053e-81
1392,s41 + s6 = s18 + s29,1.2833116747462936e-17,3.6215673597777565e-34,3.569738507988084e-33
1393,s43 + s7 = s2 + s33,2.9034556905345076e-19,1.2714691624912184e-27,2.362775478463501e-42
1394,s12 + s41 = s29 + s9,8.506779597224265e-54,1.1193524282839091e-61,2.505164550579194e-67
1395,s12 + s27 = s46 + s7,6.795252154573794e-58,9.925549618293852e-76,4.083439310797347e-77
1396,s39 + s42 = s19 + s26,2.693812794235581e-26,9.392011468986623e-29,1.422132045786422e-49
1397,s12 + s41 = s29 + s46,1.5967739921463314e-28,1.9668156774650345e-48,4.7023454113199976e-42
1398,s15 + s27 = s4 + s44,1.0795487935138846e-26,3.642958942097979e-41,3.726427249911513e-77
1399,s23 + s27 = s2 + s49,6.16078397075896e-10,4.706165065274146e-30,1.1442328694890635e-46
1400,s27 + s40 = s15 + s19,2.2492974505546617e-29,2.082174442990391e-48,1.9681347985189852e-69
1401,s15 + s27 = s10 + s43,1.0500873808562172e-15,3.642958942097979e-41,3.624731234309409e-66
1402,s20 + s32 = s4 + s45,8.77276628281994e-11,6.160765898822807e-28,1.9033662074562894e-33
1403,s27 + s6 = s32 + s48,3.026195818515019e-60,4.703734256077215e-73,2.301246747481094e-80
1404,s27 + s45 = s11 + s32,2.3373768514462688e-49,1.6246162623943744e-46,3.768624293770071e-86
1405,s1 + s17 = s19 + s44,7.574453875825254e-23,6.4496946888006275e-37,9.82145118828143e-35
1406,s15 + s6 = s2 + s41,7.103633324356404e-16,4.527511908575045e-31,1.269430048615798e-45
1407,s12 + s37 = s19 + s25,2.967147259946966e-88,1.6015339805116157e-86,5.774179979576295e-89
1408,s13 + s40 = s19 + s4,1.4073255433939647e-25,9.425516223586906e-41,1.731509524399883e-52
1409,s12 + s49 = s16 + s43,1.3540217334740382e-16,5.9522627525014725e-31,1.6068649672408687e-19
1410,s40 + s43 = s19 + s38,4.938315596263408e-13,1.9680736131704826e-41,4.948500989432119e-43
1411,s22 + s3 = s1 + s19,8.54616446831817e-45,1.6071661781585518e-44,2.330701733637531e-77
1412,s22 + s3 = s4 + s48,4.557373315982718e-39,1.1547042745783056e-35,1.2428824565418948e-71
1413,s26 + s6 = s28 + s32,8.209310260441608e-26,8.477610968296806e-39,5.973243535268484e-32
1414,s46 + s49 = s2 + s44,1.1873982859086221e-35,1.2635041751168338e-49,2.5896997183259104e-45
1415,s29 + s34 = s10 + s28,106362469802.84106,1.863006856207478e-14,4.216730498649462e-06
1416,s12 + s6 = s10 + s44,4.505897384820524e-78,2.0366469366796672e-95,1.1131886757596493e-76
1417,s20 + s49 = s32 + s8,6.785642044252988e-16,1.1556980366109358e-29,2.9908231641445092e-28
1418,s20 + s37 = s13 + s18,1.3208868480898802e-07,1.9518803760354572e-29,1.1989490967050374e-17
1419,s15 + s19 = s32 + s46,3.77950325445259e-30,5.855130942423953e-40,9.509310338387973e-48
1420,s13 + s27 = s1 + s43,9.11450295178097e-52,2.190270538978664e-49,1.2361103925212995e-78
1421,s17 + s3 = s29 + s45,7.52888037973771e-22,3.19031875463201e-36,1.6593210890818242e-27
1422,s26 + s45 = s2 + s49,5.0041791543640435e-23,9.455319257844171e-33,5.0105994260411735e-46
1423,s26 + s8 = s11 + s18,2.610591143042552e-38,1.491859245808787e-51,2.2679877629337177e-43
1424,s48 + s8 = s45 + s46,1.4968057625677698e-07,9.380372747645648e-25,4.4431427804724453e-29
1425,s12 + s32 = s2 + s25,3.541212806505381e-52,5.575174563533517e-66,2.803649931949792e-65
1426,s27 + s28 = s3 + s43,0.0876404646786871,1.449952747403957e-15,2.0144033108552684e-23
1427,s1 + s32 = s33 + s47,2.928011728181179e-21,1.489732343992727e-31,5.732342951206263e-50
1428,s1 + s22 = s44 + s6,5.788417352149125e-23,1.8924419115720887e-33,1.676798348247442e-61
1429,s22 + s41 = s46 + s8,1.854447618727372e-17,2.4784778633319885e-30,2.697390536622546e-57
1430,s1 + s38 = s29 + s8,1.373514324677404e-20,1.7286669895704065e-33,1.1457780101863912e-46
1431,s26 + s6 = s32 + s4,8.969706557001891e-32,6.7455204059209784e-37,6.526521718035873e-38
1432,s22 + s27 = s19 + s35,9.078737549014504e-25,1.0610367164025049e-30,1.6469973737252165e-69
1433,s1 + s18 = s20 + s35,5.359876310794892e-08,2.8155207823094064e-31,6.185805004541845e-19
1434,s1 + s27 = s4 + s47,1.0420169809562707e-23,9.37432168009928e-34,1.2644963003411838e-58
1435,s13 + s5 = s39 + s44,3.6879935427819093e-63,2.764426721288204e-78,3.984773297054951e-91
1436,s20 + s3 = s11 + s18,7.848865519658367e-23,9.514246313761885e-37,1.4696239552343787e-38
1437,s38 + s8 = s19 + s33,1.855976253675586e-19,3.8611459776354234e-23,6.182274447917011e-30
1438,s20 + s46 = s19 + s43,1.3338001879012318e-20,4.23725062074619e-27,7.889065627702046e-34
1439,s25 + s6 = s2 + s32,3.258837847979389e-16,2.719250213670678e-20,1.878060093744784e-38
1440,s3 + s6 = s47 + s9,7.83421642555985e-59,2.089266639369533e-61,3.496522038546007e-67
1441,s3 + s32 = s11 + s8,1.7372843673418473e-40,1.332947828596633e-50,2.3691874031973372e-63
1442,s12 + s29 = s23 + s41,8.337630713914792e-39,8.777444799431824e-57,8.207361769485798e-43
1443,s28 + s32 = s20 + s4,7.389799022686379e-18,4.925270292406592e-25,1.1752042153766763e-33
1444,s12 + s31 = s32 + s44,3.259356153336528e-75,3.541357779460628e-83,4.029698419444064e-64
1445,s39 + s42 = s32 + s8,1.3053918131872653e-22,9.392011468986623e-29,6.891494218950175e-46
1446,s40 + s46 = s2 + s29,4.387473773082763e-13,1.1786483082280833e-37,8.70232816733508e-38
1447,s28 + s32 = s1 + s21,4.698508920375183e-30,4.428505979424972e-39,7.472067200012365e-46
1448,s22 + s26 = s2 + s29,1.5322493931926345e-22,9.785932645765658e-31,4.326218109911017e-52
1449,s2 + s23 = s16 + s25,2.7318998947635545e-19,9.730836133362679e-27,3.9359385365408696e-22
1450,s20 + s32 = s19 + s4,2.532186162067073e-24,6.160765898822807e-28,5.493908553457612e-47
1451,s39 + s6 = s11 + s4,1.3573241210297651e-21,9.414701587643047e-30,2.0074614287437153e-39
1452,s15 + s9 = s14 + s19,2.4549115504055226e-14,8.932820751009936e-41,1.0035513464645197e-49
1453,s23 + s3 = s16 + s20,1.2651391022018741e-15,2.5100215369581607e-29,4.082240292030859e-39
1454,s23 + s26 = s11 + s6,2.1361171722058963e-10,4.340492052412392e-30,2.866876586610221e-34
1455,s15 + s22 = s24 + s29,5.002327180885217e-37,7.354226171689814e-41,3.853265413587119e-91
1456,s12 + s20 = s29 + s32,6.006680956273994e-22,1.5731291056409814e-40,1.2073132331287494e-27
1457,s39 + s46 = s43 + s8,2.9937302543579275e-17,1.426872155510006e-27,4.315760337909636e-40
1458,s29 + s49 = s18 + s35,5.73658098283406e-07,4.3224692550415015e-15,1.9663811432496668e-17
1459,s16 + s41 = s29 + s33,1.274395986206211e-08,3.669825289913413e-20,1.4178362166776032e-24
1460,s41 + s44 = s32 + s46,6.585986178718365e-31,2.269764323516681e-30,2.4561159159897266e-35
1461,s16 + s40 = s11 + s33,1.205912985264805e-21,3.013037476870786e-41,1.4824042005287744e-41
1462,s13 + s27 = s1 + s2,5.435439250563727e-47,2.915113593294653e-51,7.371551669997709e-74
1463,s12 + s20 = s17 + s23,1.6455067229859342e-44,7.711880466293436e-60,3.307387318096508e-50
1464,s20 + s27 = s33 + s48,5.468918014270765e-46,2.418417111785398e-43,1.4142915026092947e-74
1465,s15 + s27 = s26 + s43,1.1294146557592061e-27,3.642958942097979e-41,3.8985561143294503e-78
1466,s32 + s41 = s17 + s23,7.427836935659209e-45,1.082155665509768e-46,5.628147257347617e-75
1467,s15 + s6 = s23 + s4,8.753125314401509e-19,7.892920126190741e-40,1.564196768898906e-48
1468,s21 + s46 = s2 + s20,7.316441620811886e-37,6.32260501402051e-53,1.7751881428058373e-47
1469,s23 + s41 = s4 + s44,2.9798560953692133e-21,1.0993140722798062e-29,3.046598331386807e-52
1470,s16 + s23 = s25 + s47,6.438674761833948e-25,8.706277660437705e-33,3.964750249227819e-40
1471,s28 + s6 = s33 + s8,0.22546531550426693,3.2916767531407895e-25,0.012783798171391999
1472,s29 + s43 = s19 + s26,3.743017542478318e-18,1.415789840364247e-17,7.228665994994066e-35
1473,s39 + s47 = s23 + s8,1.3645107866289874e-17,8.476662386548305e-29,5.706826966999207e-37
1474,s6 + s9 = s23 + s44,4.024344963414034e-60,7.029497369645515e-79,3.871548167332963e-67
1475,s12 + s20 = s11 + s31,2.6518408598181086e-47,2.0663654199754942e-60,5.330069277053646e-53
1476,s27 + s39 = s20 + s8,5.058453104695255e-21,1.3054709822759982e-30,1.3836796522578042e-59
1477,s33 + s35 = s32 + s47,4.819645249691578e-14,4.6553980222112745e-28,2.3774789107675837e-13
1478,s14 + s46 = s19 + s35,44.06403996270705,2.9374745981647218e-18,0.00018352854670286082
1479,s26 + s27 = s18 + s28,2.8186199001855017e-18,4.847518964795332e-31,7.610421388854471e-45
1480,s19 + s37 = s23 + s38,5.99432651057112e-42,9.916231160025585e-60,1.8647525106281865e-33
1481,s12 + s16 = s14 + s8,1.1332015221713015e-30,6.5320181611144366e-43,5.643780416351665e-29
1482,s27 + s37 = s11 + s23,7.36870990496789e-70,3.123371720067596e-80,2.4820964247509354e-91
1483,s19 + s27 = s29 + s37,1.9737200794738814e-24,8.447535830719141e-30,1.9014824834036348e-34
1484,s45 + s8 = s33 + s42,3.511243940836133e-07,3.7065449778737766e-23,4.192072482404213e-23
1485,s47 + s6 = s23 + s35,2.5339606104622036e-32,1.742927351235152e-46,1.6163845852611613e-36
1486,s8 + s9 = s33 + s38,2.334316255637925e-09,5.1342744207627556e-23,6.168854036829094e-17
1487,s11 + s45 = s20 + s32,1.1531930730161562e-28,2.3072856529374923e-30,2.7770559605736008e-58
1488,s20 + s43 = s25 + s45,2.0664491522463052e-37,1.958634861392143e-42,5.856290558370739e-56
1489,s49 + s8 = s11 + s25,1.296396468378678e-58,1.5068977746584429e-64,9.787180573460358e-63
1490,s16 + s38 = s19 + s44,2.866917892069608e-44,1.270564256459229e-51,6.908259118465441e-57
1491,s15 + s18 = s2 + s44,2.1705588468449742e-36,4.0979383283833644e-50,7.896045308530448e-63
1492,s6 + s8 = s11 + s44,5.168685912406881e-79,2.1219718752750744e-94,9.63831011337275e-78
1493,s23 + s27 = s2 + s46,6.882833254559029e-09,4.706165065274146e-30,1.2783379651776073e-45
1494,s27 + s49 = s18 + s44,1.4642498624466367e-37,7.444987261792069e-42,5.619525627612185e-62
1495,s3 + s9 = s18 + s29,5.300591790755946e-19,6.873727992332484e-30,1.5013904590046388e-33
1496,s32 + s43 = s11 + s16,7.445121491022346e-40,1.661886767987936e-46,4.1583027626557134e-64
1497,s45 + s48 = s18 + s36,2.61056886550797e-29,4.1681909722766975e-32,1.289887595273555e-65
1498,s24 + s26 = s11 + s23,2.468992867530157e-47,2.1768621272771673e-66,1.60436087216899e-63
1499,s22 + s37 = s20 + s39,1.2258227908151177e-49,1.0927783820651142e-60,3.2224583845828277e-76
1500,s20 + s6 = s15 + s18,7.639384831839067e-30,2.353857180702983e-42,5.678663347532105e-38
1501,s33 + s42 = s11 + s19,7.318943008310198e-50,4.956442903923671e-68,3.6660732416907784e-50
1502,s16 + s3 = s11 + s28,1.8594589482236574e-42,5.501739036699263e-45,6.026525411280721e-51
